#omega  DOS(omega)
595.796   0.367345
595.806   0.362712
595.816   0.358172
595.826   0.353722
595.836   0.34936
595.846   0.345085
595.856   0.340893
595.866   0.336783
595.876   0.332753
595.886   0.3288
595.896   0.324924
595.906   0.321121
595.916   0.317391
595.926   0.313731
595.936   0.310139
595.946   0.306615
595.956   0.303156
595.966   0.299761
595.976   0.296429
595.986   0.293157
595.996   0.289945
596.006   0.286792
596.016   0.283695
596.026   0.280653
596.036   0.277666
596.046   0.274733
596.056   0.271851
596.066   0.269019
596.076   0.266238
596.086   0.263505
596.096   0.260819
596.106   0.25818
596.116   0.255586
596.126   0.253037
596.136   0.250531
596.146   0.248068
596.156   0.245646
596.166   0.243266
596.176   0.240925
596.186   0.238624
596.196   0.236361
596.206   0.234135
596.216   0.231946
596.226   0.229794
596.236   0.227676
596.246   0.225593
596.256   0.223545
596.266   0.221529
596.276   0.219546
596.286   0.217595
596.296   0.215676
596.306   0.213787
596.316   0.211928
596.326   0.210099
596.336   0.2083
596.346   0.206528
596.356   0.204785
596.366   0.203069
596.376   0.201379
596.386   0.199717
596.396   0.19808
596.406   0.196469
596.416   0.194883
596.426   0.193321
596.436   0.191784
596.446   0.19027
596.456   0.188779
596.466   0.187312
596.476   0.185867
596.486   0.184444
596.496   0.183043
596.506   0.181663
596.516   0.180304
596.526   0.178966
596.536   0.177648
596.546   0.17635
596.556   0.175072
596.566   0.173813
596.576   0.172573
596.586   0.171352
596.596   0.170149
596.606   0.168964
596.616   0.167798
596.626   0.166648
596.636   0.165516
596.646   0.164401
596.656   0.163303
596.666   0.162221
596.676   0.161155
596.686   0.160106
596.696   0.159072
596.706   0.158054
596.716   0.157051
596.726   0.156063
596.736   0.15509
596.746   0.154131
596.756   0.153187
596.766   0.152258
596.776   0.151342
596.786   0.15044
596.796   0.149552
596.806   0.148677
596.816   0.147816
596.826   0.146967
596.836   0.146132
596.846   0.145309
596.856   0.144499
596.866   0.143702
596.876   0.142917
596.886   0.142143
596.896   0.141382
596.906   0.140633
596.916   0.139895
596.926   0.139169
596.936   0.138455
596.946   0.137751
596.956   0.137059
596.966   0.136378
596.976   0.135708
596.986   0.135048
596.996   0.134399
597.006   0.133761
597.016   0.133133
597.026   0.132515
597.036   0.131908
597.046   0.131311
597.056   0.130723
597.066   0.130146
597.076   0.129578
597.086   0.12902
597.096   0.128472
597.106   0.127933
597.116   0.127404
597.126   0.126884
597.136   0.126373
597.146   0.125872
597.156   0.125379
597.166   0.124896
597.176   0.124421
597.186   0.123956
597.196   0.123499
597.206   0.123051
597.216   0.122612
597.226   0.122181
597.236   0.121759
597.246   0.121345
597.256   0.12094
597.266   0.120543
597.276   0.120155
597.286   0.119775
597.296   0.119403
597.306   0.119039
597.316   0.118683
597.326   0.118336
597.336   0.117996
597.346   0.117665
597.356   0.117341
597.366   0.117025
597.376   0.116718
597.386   0.116418
597.396   0.116126
597.406   0.115841
597.416   0.115565
597.426   0.115296
597.436   0.115035
597.446   0.114782
597.456   0.114536
597.466   0.114298
597.476   0.114067
597.486   0.113845
597.496   0.113629
597.506   0.113422
597.516   0.113222
597.526   0.113029
597.536   0.112845
597.546   0.112667
597.556   0.112498
597.566   0.112335
597.576   0.112181
597.586   0.112034
597.596   0.111894
597.606   0.111762
597.616   0.111638
597.626   0.111521
597.636   0.111412
597.646   0.11131
597.656   0.111216
597.666   0.11113
597.676   0.111051
597.686   0.11098
597.696   0.110917
597.706   0.110861
597.716   0.110814
597.726   0.110774
597.736   0.110741
597.746   0.110717
597.756   0.1107
597.766   0.110692
597.776   0.110691
597.786   0.110698
597.796   0.110714
597.806   0.110737
597.816   0.110769
597.826   0.110808
597.836   0.110856
597.846   0.110912
597.856   0.110977
597.866   0.11105
597.876   0.111131
597.886   0.111221
597.896   0.11132
597.906   0.111427
597.916   0.111543
597.926   0.111667
597.936   0.111801
597.946   0.111943
597.956   0.112095
597.966   0.112256
597.976   0.112425
597.986   0.112605
597.996   0.112793
598.006   0.112991
598.016   0.113199
598.026   0.113416
598.036   0.113644
598.046   0.113881
598.056   0.114128
598.066   0.114385
598.076   0.114653
598.086   0.114931
598.096   0.11522
598.106   0.115519
598.116   0.115829
598.126   0.116151
598.136   0.116483
598.146   0.116826
598.156   0.117181
598.166   0.117548
598.176   0.117926
598.186   0.118316
598.196   0.118719
598.206   0.119133
598.216   0.11956
598.226   0.12
598.236   0.120453
598.246   0.120919
598.256   0.121398
598.266   0.12189
598.276   0.122396
598.286   0.122916
598.296   0.123451
598.306   0.124
598.316   0.124563
598.326   0.125142
598.336   0.125735
598.346   0.126345
598.356   0.12697
598.366   0.127611
598.376   0.128268
598.386   0.128942
598.396   0.129634
598.406   0.130342
598.416   0.131068
598.426   0.131812
598.436   0.132575
598.446   0.133356
598.456   0.134157
598.466   0.134977
598.476   0.135817
598.486   0.136677
598.496   0.137558
598.506   0.13846
598.516   0.139384
598.526   0.14033
598.536   0.141299
598.546   0.142291
598.556   0.143307
598.566   0.144347
598.576   0.145411
598.586   0.146501
598.596   0.147617
598.606   0.148759
598.616   0.149929
598.626   0.151126
598.636   0.152352
598.646   0.153607
598.656   0.154892
598.666   0.156208
598.676   0.157555
598.686   0.158934
598.696   0.160347
598.706   0.161793
598.716   0.163273
598.726   0.16479
598.736   0.166343
598.746   0.167934
598.756   0.169563
598.766   0.171231
598.776   0.172941
598.786   0.174692
598.796   0.176486
598.806   0.178324
598.816   0.180208
598.826   0.182138
598.836   0.184117
598.846   0.186144
598.856   0.188223
598.866   0.190353
598.876   0.192538
598.886   0.194778
598.896   0.197075
598.906   0.199431
598.916   0.201848
598.926   0.204327
598.936   0.206871
598.946   0.209481
598.956   0.21216
598.966   0.21491
598.976   0.217733
598.986   0.220631
598.996   0.223607
599.006   0.226663
599.016   0.229803
599.026   0.233028
599.036   0.236343
599.046   0.239749
599.056   0.243251
599.066   0.24685
599.076   0.250552
599.086   0.254359
599.096   0.258275
599.106   0.262304
599.116   0.266451
599.126   0.270719
599.136   0.275113
599.146   0.279638
599.156   0.284299
599.166   0.2891
599.176   0.294048
599.186   0.299147
599.196   0.304405
599.206   0.309826
599.216   0.315419
599.226   0.321188
599.236   0.327143
599.246   0.33329
599.256   0.339637
599.266   0.346193
599.276   0.352966
599.286   0.359966
599.296   0.367203
599.306   0.374687
599.316   0.382428
599.326   0.390438
599.336   0.39873
599.346   0.407316
599.356   0.416209
599.366   0.425424
599.376   0.434975
599.386   0.44488
599.396   0.455153
599.406   0.465814
599.416   0.476882
599.426   0.488375
599.436   0.500316
599.446   0.512727
599.456   0.525631
599.466   0.539055
599.476   0.553025
599.486   0.56757
599.496   0.58272
599.506   0.598509
599.516   0.61497
599.526   0.63214
599.536   0.650059
599.546   0.66877
599.556   0.688316
599.566   0.708745
599.576   0.73011
599.586   0.752463
599.596   0.775865
599.606   0.800378
599.616   0.826069
599.626   0.853009
599.636   0.881276
599.646   0.910953
599.656   0.942128
599.666   0.974896
599.676   1.00936
599.686   1.04563
599.696   1.08382
599.706   1.12406
599.716   1.16648
599.726   1.21123
599.736   1.25847
599.746   1.30836
599.756   1.36108
599.766   1.41682
599.776   1.4758
599.786   1.53822
599.796   1.60432
599.806   1.67435
599.816   1.74857
599.826   1.82726
599.836   1.91071
599.846   1.99923
599.856   2.09313
599.866   2.19275
599.876   2.2984
599.886   2.41043
599.896   2.52917
599.906   2.65493
599.916   2.78801
599.926   2.92866
599.936   3.07709
599.946   3.23343
599.956   3.39772
599.966   3.56986
599.976   3.74962
599.986   3.93654
599.996   4.12996
600.006   4.32892
600.016   4.53215
600.026   4.73803
600.036   4.94454
600.046   5.14929
600.056   5.34947
600.066   5.54191
600.076   5.72318
600.086   5.88963
600.096   6.03757
600.106   6.16342
600.116   6.26393
600.126   6.33634
600.136   6.37857
600.146   6.38939
600.156   6.36847
600.166   6.31643
600.176   6.23478
600.186   6.12583
600.196   5.99251
600.206   5.83821
600.216   5.66655
600.226   5.48123
600.236   5.28583
600.246   5.08374
600.256   4.878
600.266   4.67129
600.276   4.46588
600.286   4.26368
600.296   4.06618
600.306   3.87456
600.316   3.68966
600.326   3.5121
600.336   3.34225
600.346   3.1803
600.356   3.02629
600.366   2.88016
600.376   2.74176
600.386   2.61085
600.396   2.48717
600.406   2.37041
600.416   2.26026
600.426   2.15638
600.436   2.05844
600.446   1.9661
600.456   1.87904
600.466   1.79696
600.476   1.71954
600.486   1.64651
600.496   1.57758
600.506   1.5125
600.516   1.45102
600.526   1.39292
600.536   1.33799
600.546   1.28602
600.556   1.23682
600.566   1.19022
600.576   1.14605
600.586   1.10416
600.596   1.06442
600.606   1.02668
600.616   0.990832
600.626   0.95675
600.636   0.924329
600.646   0.89347
600.656   0.864081
600.666   0.836074
600.676   0.809369
600.686   0.783891
600.696   0.759568
600.706   0.736336
600.716   0.714133
600.726   0.692901
600.736   0.672587
600.746   0.653141
600.756   0.634516
600.766   0.616668
600.776   0.599556
600.786   0.583142
600.796   0.567388
600.806   0.552262
600.816   0.537731
600.826   0.523765
600.836   0.510336
600.846   0.497418
600.856   0.484986
600.866   0.473016
600.876   0.461486
600.886   0.450376
600.896   0.439665
600.906   0.429336
600.916   0.41937
600.926   0.409751
600.936   0.400463
600.946   0.391493
600.956   0.382824
600.966   0.374446
600.976   0.366344
600.986   0.358507
600.996   0.350924
601.006   0.343584
601.016   0.336477
601.026   0.329593
601.036   0.322923
601.046   0.316459
601.056   0.310192
601.066   0.304114
601.076   0.298218
601.086   0.292497
601.096   0.286944
601.106   0.281553
601.116   0.276316
601.126   0.27123
601.136   0.266287
601.146   0.261483
601.156   0.256812
601.166   0.25227
601.176   0.247851
601.186   0.243553
601.196   0.239369
601.206   0.235297
601.216   0.231332
601.226   0.22747
601.236   0.223709
601.246   0.220044
601.256   0.216473
601.266   0.212991
601.276   0.209597
601.286   0.206287
601.296   0.203059
601.306   0.19991
601.316   0.196836
601.326   0.193837
601.336   0.190909
601.346   0.188051
601.356   0.18526
601.366   0.182533
601.376   0.17987
601.386   0.177268
601.396   0.174725
601.406   0.172239
601.416   0.169809
601.426   0.167434
601.436   0.16511
601.446   0.162838
601.456   0.160615
601.466   0.15844
601.476   0.156311
601.486   0.154228
601.496   0.152189
601.506   0.150193
601.516   0.148238
601.526   0.146324
601.536   0.144449
601.546   0.142612
601.556   0.140813
601.566   0.139049
601.576   0.137321
601.586   0.135627
601.596   0.133967
601.606   0.132339
601.616   0.130742
601.626   0.129177
601.636   0.127641
601.646   0.126135
601.656   0.124657
601.666   0.123207
601.676   0.121784
601.686   0.120387
601.696   0.119017
601.706   0.117671
601.716   0.11635
601.726   0.115053
601.736   0.113779
601.746   0.112527
601.756   0.111298
601.766   0.110091
601.776   0.108905
601.786   0.107739
601.796   0.106594
601.806   0.105468
601.816   0.104362
601.826   0.103275
601.836   0.102205
601.846   0.101154
601.856   0.100121
601.866   0.0991041
601.876   0.0981044
601.886   0.0971211
601.896   0.0961539
601.906   0.0952023
601.916   0.0942661
601.926   0.0933449
601.936   0.0924383
601.946   0.0915462
601.956   0.0906681
601.966   0.0898038
601.976   0.0889529
601.986   0.0881152
601.996   0.0872905
602.006   0.0864784
602.016   0.0856786
602.026   0.084891
602.036   0.0841153
602.046   0.0833512
602.056   0.0825984
602.066   0.0818569
602.076   0.0811263
602.086   0.0804064
602.096   0.079697
602.106   0.0789979
602.116   0.0783089
602.126   0.0776299
602.136   0.0769605
602.146   0.0763006
602.156   0.0756501
602.166   0.0750087
602.176   0.0743763
602.186   0.0737527
602.196   0.0731378
602.206   0.0725313
602.216   0.0719332
602.226   0.0713432
602.236   0.0707612
602.246   0.0701871
602.256   0.0696207
602.266   0.0690619
602.276   0.0685106
602.286   0.0679665
602.296   0.0674296
602.306   0.0668998
602.316   0.0663768
602.326   0.0658607
602.336   0.0653512
602.346   0.0648483
602.356   0.0643518
602.366   0.0638617
602.376   0.0633778
602.386   0.0629
602.396   0.0624281
602.406   0.0619622
602.416   0.0615021
602.426   0.0610477
602.436   0.0605989
602.446   0.0601556
602.456   0.0597177
602.466   0.0592852
602.476   0.0588579
602.486   0.0584357
602.496   0.0580186
602.506   0.0576065
602.516   0.0571993
602.526   0.0567969
602.536   0.0563993
602.546   0.0560063
602.556   0.0556179
602.566   0.055234
602.576   0.0548546
602.586   0.0544795
602.596   0.0541088
602.606   0.0537422
602.616   0.0533799
602.626   0.0530217
602.636   0.0526674
602.646   0.0523172
602.656   0.0519709
602.666   0.0516285
602.676   0.0512898
602.686   0.0509549
602.696   0.0506237
602.706   0.0502961
602.716   0.049972
602.726   0.0496515
602.736   0.0493345
602.746   0.0490208
602.756   0.0487106
602.766   0.0484036
602.776   0.0480999
602.786   0.0477994
602.796   0.0475021
602.806   0.0472079
602.816   0.0469168
602.826   0.0466288
602.836   0.0463437
602.846   0.0460616
602.856   0.0457823
602.866   0.045506
602.876   0.0452324
602.886   0.0449617
602.896   0.0446936
602.906   0.0444283
602.916   0.0441657
602.926   0.0439057
602.936   0.0436482
602.946   0.0433934
602.956   0.043141
602.966   0.0428912
602.976   0.0426438
602.986   0.0423988
602.996   0.0421562
603.006   0.041916
603.016   0.0416781
603.026   0.0414425
603.036   0.0412091
603.046   0.040978
603.056   0.0407491
603.066   0.0405223
603.076   0.0402977
603.086   0.0400753
603.096   0.0398549
603.106   0.0396365
603.116   0.0394202
603.126   0.0392059
603.136   0.0389936
603.146   0.0387833
603.156   0.0385749
603.166   0.0383683
603.176   0.0381637
603.186   0.0379609
603.196   0.03776
603.206   0.0375609
603.216   0.0373635
603.226   0.037168
603.236   0.0369742
603.246   0.0367821
603.256   0.0365917
603.266   0.0364029
603.276   0.0362159
603.286   0.0360305
603.296   0.0358467
603.306   0.0356645
603.316   0.0354839
603.326   0.0353048
603.336   0.0351273
603.346   0.0349513
603.356   0.0347768
603.366   0.0346038
603.376   0.0344323
603.386   0.0342622
603.396   0.0340936
603.406   0.0339264
603.416   0.0337606
603.426   0.0335962
603.436   0.0334331
603.446   0.0332714
603.456   0.033111
603.466   0.032952
603.476   0.0327942
603.486   0.0326378
603.496   0.0324826
603.506   0.0323287
603.516   0.0321761
603.526   0.0320246
603.536   0.0318744
603.546   0.0317254
603.556   0.0315776
603.566   0.031431
603.576   0.0312855
603.586   0.0311412
603.596   0.0309981
603.606   0.030856
603.616   0.0307151
603.626   0.0305753
603.636   0.0304366
603.646   0.0302989
603.656   0.0301623
603.666   0.0300268
603.676   0.0298923
603.686   0.0297589
603.696   0.0296264
603.706   0.029495
603.716   0.0293646
603.726   0.0292352
603.736   0.0291067
603.746   0.0289792
603.756   0.0288527
603.766   0.0287271
603.776   0.0286025
603.786   0.0284788
603.796   0.028356
603.806   0.0282341
603.816   0.0281131
603.826   0.027993
603.836   0.0278738
603.846   0.0277555
603.856   0.027638
603.866   0.0275214
603.876   0.0274056
603.886   0.0272907
603.896   0.0271766
603.906   0.0270633
603.916   0.0269508
603.926   0.0268391
603.936   0.0267282
603.946   0.0266181
603.956   0.0265088
603.966   0.0264003
603.976   0.0262925
603.986   0.0261855
603.996   0.0260792
604.006   0.0259736
604.016   0.0258688
604.026   0.0257648
604.036   0.0256614
604.046   0.0255588
604.056   0.0254568
604.066   0.0253556
604.076   0.0252551
604.086   0.0251552
604.096   0.025056
604.106   0.0249575
604.116   0.0248597
604.126   0.0247625
604.136   0.024666
604.146   0.0245701
604.156   0.0244749
604.166   0.0243802
604.176   0.0242863
604.186   0.0241929
604.196   0.0241002
604.206   0.0240081
604.216   0.0239166
604.226   0.0238256
604.236   0.0237353
604.246   0.0236456
604.256   0.0235564
604.266   0.0234679
604.276   0.0233799
604.286   0.0232925
604.296   0.0232056
604.306   0.0231193
604.316   0.0230335
604.326   0.0229483
604.336   0.0228637
604.346   0.0227795
604.356   0.0226959
604.366   0.0226129
604.376   0.0225303
604.386   0.0224483
604.396   0.0223668
604.406   0.0222858
604.416   0.0222053
604.426   0.0221253
604.436   0.0220458
604.446   0.0219668
604.456   0.0218883
604.466   0.0218103
604.476   0.0217327
604.486   0.0216556
604.496   0.021579
604.506   0.0215029
604.516   0.0214272
604.526   0.021352
604.536   0.0212772
